station id, station name, valid,temp
_1895,LJUBLJANA - BEŽIGRAD,12/01/1993,8.4
_1895,LJUBLJANA - BEŽIGRAD,13/01/1993,6.1
_1895,LJUBLJANA - BEŽIGRAD,14/01/1993,6.9
_1895,LJUBLJANA - BEŽIGRAD,15/01/1993,2.6
_1895,LJUBLJANA - BEŽIGRAD,16/01/1993,2.2
_1895,LJUBLJANA - BEŽIGRAD,17/01/1993,4.7
_1895,LJUBLJANA - BEŽIGRAD,18/01/1993,2
_1895,LJUBLJANA - BEŽIGRAD,19/01/1993,-0.3
_1895,LJUBLJANA - BEŽIGRAD,20/01/1993,-1
_1895,LJUBLJANA - BEŽIGRAD,21/01/1993,0.2
_1895,LJUBLJANA - BEŽIGRAD,22/01/1993,4
_1895,LJUBLJANA - BEŽIGRAD,23/01/1993,5.3
_1895,LJUBLJANA - BEŽIGRAD,24/01/1993,7.7
_1895,LJUBLJANA - BEŽIGRAD,25/01/1993,6.3
_1895,LJUBLJANA - BEŽIGRAD,26/01/1993,1.3
_1895,LJUBLJANA - BEŽIGRAD,27/01/1993,3.8
_1895,LJUBLJANA - BEŽIGRAD,28/01/1993,1.7
_1895,LJUBLJANA - BEŽIGRAD,29/01/1993,5.1
_1895,LJUBLJANA - BEŽIGRAD,30/01/1993,-1.1
_1895,LJUBLJANA - BEŽIGRAD,31/01/1993,-3.7
_1895,LJUBLJANA - BEŽIGRAD,01/02/1993,-3
_1895,LJUBLJANA - BEŽIGRAD,02/02/1993,-2.3
_1895,LJUBLJANA - BEŽIGRAD,03/02/1993,-0.4
_1895,LJUBLJANA - BEŽIGRAD,04/02/1993,0.1
_1895,LJUBLJANA - BEŽIGRAD,05/02/1993,4.9
_1895,LJUBLJANA - BEŽIGRAD,06/02/1993,5.9
_1895,LJUBLJANA - BEŽIGRAD,07/02/1993,4.3
_1895,LJUBLJANA - BEŽIGRAD,08/02/1993,3.9
_1895,LJUBLJANA - BEŽIGRAD,09/02/1993,1.3
_1895,LJUBLJANA - BEŽIGRAD,10/02/1993,0.9
_1895,LJUBLJANA - BEŽIGRAD,11/02/1993,0.9
